emp_no,first_name,last_name,birth_date,title,from_date,to_date
250748,Kish,Turnbull,1965-01-27,Senior Engineer,1987-02-10,9999-01-01
250411,Ranga,Sommen,1965-01-27,Staff,1989-01-20,9999-01-01
250411,Ranga,Sommen,1965-01-27,Senior Staff,1989-01-20,9999-01-01
250748,Kish,Turnbull,1965-01-27,Engineer,1987-02-10,9999-01-01
251301,Pintsang,Impagliazzo,1965-01-30,Senior Staff,1989-05-06,9999-01-01
251341,Divier,Kumaresan,1965-01-11,Staff,1992-12-05,9999-01-01
251166,Hinrich,Hooghiemstra,1965-01-22,Staff,1985-10-05,9999-01-01
251166,Hinrich,Hooghiemstra,1965-01-22,Senior Staff,1985-10-05,9999-01-01
251341,Divier,Kumaresan,1965-01-11,Senior Staff,1992-12-05,9999-01-01
251403,Utpal,DuBourdieux,1965-01-01,Technique Leader,1997-11-19,9999-01-01
251233,Yucel,Bernini,1965-01-07,Senior Engineer,1993-02-19,9999-01-01
251233,Yucel,Bernini,1965-01-07,Engineer,1993-02-19,9999-01-01
251645,Bezalel,Tsunoo,1965-01-06,Staff,1992-06-17,9999-01-01
251437,Shichao,Iwayama,1965-01-20,Engineer,1989-10-17,9999-01-01
251437,Shichao,Iwayama,1965-01-20,Assistant Engineer,1989-10-17,9999-01-01
251645,Bezalel,Tsunoo,1965-01-06,Senior Staff,1992-06-17,9999-01-01
251680,Moty,Sommen,1965-01-05,Senior Engineer,1990-08-14,9999-01-01
252316,Gill,Niizuma,1965-01-07,Senior Engineer,1994-10-08,9999-01-01
251814,Mitsuyuki,Zockler,1965-01-01,Technique Leader,1998-09-14,9999-01-01
252185,Chaosheng,Conta,1965-01-01,Engineer,1997-04-14,9999-01-01
252185,Chaosheng,Conta,1965-01-01,Assistant Engineer,1997-04-14,9999-01-01
252241,Zito,Alvarado,1965-01-15,Senior Staff,1986-07-07,2000-09-18
252316,Gill,Niizuma,1965-01-07,Engineer,1994-10-08,9999-01-01
252318,Keung,Simmel,1965-01-30,Technique Leader,1995-11-17,2002-06-24
252392,Sanjeeva,Peron,1965-01-01,Senior Engineer,1993-12-26,9999-01-01
252392,Sanjeeva,Peron,1965-01-01,Engineer,1993-12-26,9999-01-01
252592,Sachem,McDermid,1965-01-12,Senior Engineer,1987-04-30,1987-12-02
253838,Stafford,Terlouw,1965-01-28,Assistant Engineer,1999-02-21,9999-01-01
253029,Thodoros,Thimonier,1965-01-13,Engineer,1995-04-05,9999-01-01
253707,Insup,Hainaut,1965-01-05,Staff,1998-02-11,9999-01-01
253893,Huiqun,Trystram,1965-01-04,Senior Engineer,1993-05-10,9999-01-01
254399,Armond,Lores,1965-01-24,Technique Leader,1999-09-16,9999-01-01
254044,Gunilla,Brendel,1965-01-16,Senior Engineer,1992-04-10,9999-01-01
254044,Gunilla,Brendel,1965-01-16,Engineer,1992-04-10,9999-01-01
254591,Mamdouh,Lodder,1965-01-08,Staff,1986-03-23,1991-12-09
254916,Serenella,Couchot,1965-01-31,Senior Staff,2001-01-25,2001-04-13
254787,Mohan,Chepyzhov,1965-01-03,Senior Engineer,1995-04-06,1996-05-26
254821,Tonny,Couchot,1965-01-24,Staff,1994-12-12,9999-01-01
254916,Serenella,Couchot,1965-01-31,Senior Staff,1997-03-15,2001-01-25
255466,Huan,Roccetti,1965-01-18,Senior Engineer,1985-07-03,9999-01-01
255779,Heejo,Merle,1965-01-31,Technique Leader,1997-09-04,9999-01-01
255657,Oldrich,Cyre,1965-01-20,Senior Engineer,1985-02-10,9999-01-01
255657,Oldrich,Cyre,1965-01-20,Engineer,1985-02-10,9999-01-01
256078,Duke,Picaronny,1965-01-20,Staff,1995-03-23,1995-04-05
257062,Stabislas,Pardalos,1965-01-24,Senior Engineer,1989-06-21,9999-01-01
256216,Halsur,Brodal,1965-01-01,Engineer,1997-11-22,9999-01-01
256837,Bezalel,Jording,1965-01-10,Staff,1991-01-16,1998-11-19
256856,Hongzue,Barbanera,1965-01-03,Staff,1987-06-17,9999-01-01
256856,Hongzue,Barbanera,1965-01-03,Senior Staff,1987-06-17,9999-01-01
256881,Ioana,Jakobus,1965-01-03,Senior Engineer,1990-08-10,9999-01-01
256881,Ioana,Jakobus,1965-01-03,Engineer,1990-08-10,9999-01-01
256888,Heather,Pehl,1965-01-03,Staff,1993-09-15,9999-01-01
257062,Stabislas,Pardalos,1965-01-24,Engineer,1989-06-21,9999-01-01
257378,Pascal,Bernatsky,1965-01-06,Staff,1988-09-03,9999-01-01
257378,Pascal,Bernatsky,1965-01-06,Senior Staff,1988-09-03,9999-01-01
257469,Anyuan,Hanratty,1965-01-22,Staff,1988-01-06,9999-01-01
257469,Anyuan,Hanratty,1965-01-22,Senior Staff,1988-01-06,9999-01-01
257624,Adhemar,Dalphin,1965-01-16,Staff,1990-06-02,2000-08-26
257484,Shaowei,Nicolson,1965-01-01,Staff,1986-12-07,9999-01-01
257484,Shaowei,Nicolson,1965-01-01,Senior Staff,1986-12-07,9999-01-01
257624,Adhemar,Dalphin,1965-01-16,Senior Staff,1990-06-02,2000-08-26
258124,Mariusz,Zolotykh,1965-01-17,Senior Staff,1990-07-28,9999-01-01
257799,Sushant,Riefers,1965-01-26,Senior Engineer,1987-12-05,1998-01-08
257799,Sushant,Riefers,1965-01-26,Engineer,1987-12-05,1998-01-08
258028,Mountaz,Reinhart,1965-01-07,Engineer,2000-01-21,2001-07-03
258028,Mountaz,Reinhart,1965-01-07,Engineer,2001-07-03,9999-01-01
258376,Jaber,Falco,1965-01-05,Engineer,1995-10-01,1995-10-11
258470,Weiwu,Butner,1965-01-04,Staff,1995-02-14,9999-01-01
258363,Tayeb,Veevers,1965-01-17,Staff,1986-10-10,1991-05-24
259042,Xiaoqiang,Farrow,1965-01-12,Staff,1997-01-01,9999-01-01
258643,Przemyslawa,Esposito,1965-01-11,Senior Engineer,1992-02-27,9999-01-01
258643,Przemyslawa,Esposito,1965-01-11,Engineer,1992-02-27,9999-01-01
259237,Palash,Gammage,1965-01-27,Staff,1987-10-23,9999-01-01
259237,Palash,Gammage,1965-01-27,Senior Staff,1987-10-23,9999-01-01
259273,Xiahua,Gomatam,1965-01-22,Senior Engineer,1989-12-01,9999-01-01
259611,Shuichi,Marrakchi,1965-01-27,Senior Staff,1990-08-21,9999-01-01
259619,Conal,Magliocco,1965-01-21,Senior Staff,1992-05-09,9999-01-01
260249,Vugranam,Beausoleil,1965-01-22,Staff,1998-05-14,9999-01-01
259718,Stepehn,Bouloucos,1965-01-24,Staff,1993-12-13,9999-01-01
259718,Stepehn,Bouloucos,1965-01-24,Senior Staff,1993-12-13,9999-01-01
259718,Stepehn,Bouloucos,1965-01-24,Staff,1991-09-17,1993-12-13
259718,Stepehn,Bouloucos,1965-01-24,Senior Staff,1991-09-17,1993-12-13
260083,Kwok,Journel,1965-01-16,Staff,1997-12-22,1999-02-27
260153,Mingdong,Baar,1965-01-28,Technique Leader,1991-10-14,9999-01-01
260361,Reinhold,Rahier,1965-01-25,Engineer,1997-10-09,9999-01-01
260399,Hatem,Birsak,1965-01-30,Staff,1989-04-10,9999-01-01
260399,Hatem,Birsak,1965-01-30,Senior Staff,1989-04-10,9999-01-01
260408,Sasan,Brookner,1965-01-19,Staff,1996-09-03,9999-01-01
260408,Sasan,Brookner,1965-01-19,Senior Staff,1996-09-03,9999-01-01
260361,Reinhold,Rahier,1965-01-25,Engineer,1995-06-06,1997-10-09
260545,Fei,Rebaine,1965-01-29,Senior Engineer,1995-05-05,1999-04-19
260501,Dzung,Pargas,1965-01-14,Technique Leader,1990-05-17,9999-01-01
261184,Masako,Kornatzky,1965-01-30,Senior Engineer,1987-08-29,9999-01-01
261662,Berni,Assaf,1965-01-11,Senior Staff,1989-09-08,9999-01-01
261737,Mark,Lindqvist,1965-01-23,Senior Engineer,1990-11-22,9999-01-01
261737,Mark,Lindqvist,1965-01-23,Engineer,1990-11-22,9999-01-01
261986,Gila,Ramsak,1965-01-21,Senior Engineer,1997-05-13,9999-01-01
261631,Jianhua,Huttel,1965-01-08,Engineer,1998-02-23,9999-01-01
261990,Volkmar,Czaja,1965-01-16,Staff,1992-04-01,9999-01-01
261990,Volkmar,Czaja,1965-01-16,Senior Staff,1992-04-01,9999-01-01
262210,Chinho,Bottner,1965-01-22,Senior Engineer,1985-07-29,9999-01-01
262210,Chinho,Bottner,1965-01-22,Engineer,1985-07-29,9999-01-01
262210,Chinho,Bottner,1965-01-22,Assistant Engineer,1985-07-29,9999-01-01
262328,Mayuko,Vural,1965-01-03,Staff,1997-12-24,9999-01-01
262154,Wonhee,Vrecion,1965-01-16,Senior Engineer,1986-03-14,1996-08-28
262154,Wonhee,Vrecion,1965-01-16,Engineer,1986-03-14,1996-08-28
262208,Mrinalini,Holburn,1965-01-16,Senior Staff,1987-04-20,1987-05-23
262208,Mrinalini,Holburn,1965-01-16,Senior Staff,1987-05-23,9999-01-01
262548,Jixiang,Loncour,1965-01-05,Engineer,1994-03-16,2001-02-20
262636,Tamiya,Reutenauer,1965-01-04,Senior Engineer,1992-04-10,9999-01-01
262439,Lorien,Lagarias,1965-01-30,Staff,1985-10-10,9999-01-01
262439,Lorien,Lagarias,1965-01-30,Senior Staff,1985-10-10,9999-01-01
262440,Subbu,Kaiserswerth,1965-01-07,Assistant Engineer,1992-06-15,1999-03-08
262636,Tamiya,Reutenauer,1965-01-04,Senior Engineer,1985-06-02,1992-04-10
262741,Izaskun,Moffat,1965-01-19,Staff,1987-04-30,2001-08-14
262741,Izaskun,Moffat,1965-01-19,Senior Staff,1987-04-30,2001-08-14
262752,Pramod,Bierman,1965-01-04,Engineer,1997-12-12,9999-01-01
262861,Kayoko,Attimonelli,1965-01-16,Staff,1992-10-14,1999-01-20
262861,Kayoko,Attimonelli,1965-01-16,Senior Staff,1992-10-14,1999-01-20
262928,Piyush,Gill,1965-01-01,Senior Engineer,1990-08-31,1995-02-20
262928,Piyush,Gill,1965-01-01,Engineer,1990-08-31,1995-02-20
262928,Piyush,Gill,1965-01-01,Senior Engineer,1995-02-20,9999-01-01
262928,Piyush,Gill,1965-01-01,Engineer,1995-02-20,9999-01-01
263012,Hideo,Buchter,1965-01-09,Staff,1999-05-01,9999-01-01
263325,Dinkar,Sinicrope,1965-01-19,Staff,1985-07-12,1985-07-14
263186,Danny,Lowrie,1965-01-22,Technique Leader,1995-09-13,9999-01-01
263370,Shakhar,Ranze,1965-01-03,Staff,1999-05-29,9999-01-01
263439,Atreye,Kabayashi,1965-01-09,Senior Engineer,1986-12-15,9999-01-01
263325,Dinkar,Sinicrope,1965-01-19,Staff,1985-07-14,1985-12-22
264167,Baoqiu,Tomescu,1965-01-25,Senior Engineer,1996-05-01,9999-01-01
263645,Mingsen,Lally,1965-01-19,Senior Engineer,1990-12-04,9999-01-01
263649,Mechthild,Zongker,1965-01-17,Senior Staff,1993-07-26,9999-01-01
263721,Abdulah,Horswill,1965-01-03,Engineer,1999-06-12,2000-11-14
263926,Fusako,Schwartzbauer,1965-01-03,Staff,1985-04-07,9999-01-01
263926,Fusako,Schwartzbauer,1965-01-03,Senior Staff,1985-04-07,9999-01-01
264001,Khalil,Mapelli,1965-01-16,Senior Engineer,1990-01-15,1992-04-06
264030,Zdislav,Solares,1965-01-15,Engineer,1990-12-14,9999-01-01
264030,Zdislav,Solares,1965-01-15,Assistant Engineer,1990-12-14,9999-01-01
264626,Noritoshi,Bakhtari,1965-01-13,Staff,1993-02-03,9999-01-01
264322,Leandro,Swist,1965-01-03,Staff,1991-01-06,9999-01-01
264322,Leandro,Swist,1965-01-03,Senior Staff,1991-01-06,9999-01-01
264626,Noritoshi,Bakhtari,1965-01-13,Senior Staff,1993-02-03,9999-01-01
264715,Siddarth,Luke,1965-01-04,Staff,1993-10-06,1994-07-06
264939,Bogdan,Bahi,1965-01-10,Senior Engineer,1999-02-13,9999-01-01
264939,Bogdan,Bahi,1965-01-10,Engineer,1999-02-13,9999-01-01
264939,Bogdan,Bahi,1965-01-10,Senior Engineer,1985-02-09,1999-02-13
264939,Bogdan,Bahi,1965-01-10,Engineer,1985-02-09,1999-02-13
265039,Navid,Staudhammer,1965-01-03,Staff,1992-10-18,9999-01-01
265039,Navid,Staudhammer,1965-01-03,Senior Staff,1992-10-18,9999-01-01
265521,Kensei,Salverda,1965-01-04,Senior Engineer,1993-05-25,9999-01-01
265521,Kensei,Salverda,1965-01-04,Engineer,1993-05-25,9999-01-01
265558,Susuma,Kleiser,1965-01-31,Staff,1987-08-02,9999-01-01
265558,Susuma,Kleiser,1965-01-31,Senior Staff,1987-08-02,9999-01-01
266206,Zsolt,Anily,1965-02-01,Staff,1985-08-19,9999-01-01
265794,Miquel,Halloran,1965-01-15,Staff,1994-01-14,9999-01-01
265794,Miquel,Halloran,1965-01-15,Senior Staff,1994-01-14,9999-01-01
265875,Fan,Marsiglia,1965-01-20,Senior Engineer,1989-09-03,9999-01-01
265875,Fan,Marsiglia,1965-01-20,Engineer,1989-09-03,9999-01-01
266206,Zsolt,Anily,1965-02-01,Senior Staff,1985-08-19,9999-01-01
266249,Sumant,Nishimukai,1965-01-15,Senior Staff,1991-03-28,9999-01-01
266310,Zvonko,Serdy,1965-01-23,Staff,1987-06-24,9999-01-01
266310,Zvonko,Serdy,1965-01-23,Senior Staff,1987-06-24,9999-01-01
266644,Anwar,Gubsky,1965-01-08,Staff,1993-08-09,9999-01-01
266644,Anwar,Gubsky,1965-01-08,Senior Staff,1993-08-09,9999-01-01
266689,Parke,Serna,1965-01-24,Senior Engineer,1985-03-29,1999-09-23
266862,Mart,Plumb,1965-01-10,Senior Staff,1986-04-21,9999-01-01
267059,Moie,Tempesti,1965-01-09,Staff,1991-06-29,9999-01-01
266881,Mokhtar,Sabnani,1965-01-11,Staff,1997-02-04,9999-01-01
266881,Mokhtar,Sabnani,1965-01-11,Senior Staff,1997-02-04,9999-01-01
266881,Mokhtar,Sabnani,1965-01-11,Staff,1990-08-28,1997-02-04
266881,Mokhtar,Sabnani,1965-01-11,Senior Staff,1990-08-28,1997-02-04
267059,Moie,Tempesti,1965-01-09,Senior Staff,1991-06-29,9999-01-01
267667,Irena,Kaiserswerth,1965-01-05,Staff,1987-09-05,9999-01-01
266981,Toshimi,Kragelund,1965-01-26,Engineer,1988-02-21,1994-07-05
266981,Toshimi,Kragelund,1965-01-26,Assistant Engineer,1988-02-21,1994-07-05
267227,Susuma,Tagansky,1965-01-10,Senior Engineer,1995-01-22,9999-01-01
267227,Susuma,Tagansky,1965-01-10,Engineer,1995-01-22,9999-01-01
267304,Jordanka,Axelband,1965-01-06,Senior Staff,1994-06-27,9999-01-01
267504,Mayuri,Flowers,1965-01-02,Staff,1997-05-12,2000-11-07
267667,Irena,Kaiserswerth,1965-01-05,Senior Staff,1987-09-05,9999-01-01
267745,Wojceich,Honglei,1965-01-25,Senior Engineer,1991-12-28,2000-05-01
267745,Wojceich,Honglei,1965-01-25,Engineer,1991-12-28,2000-05-01
268191,LiMin,Teitelbaum,1965-01-07,Senior Engineer,1990-11-01,9999-01-01
268043,Narain,Mikschl,1965-01-28,Engineer,1997-11-02,9999-01-01
268191,LiMin,Teitelbaum,1965-01-07,Engineer,1990-11-01,9999-01-01
269186,Vitali,Dayang,1965-01-23,Technique Leader,1988-09-21,1992-10-21
268890,Somnath,Uhrik,1965-01-04,Engineer,1988-01-14,1994-12-09
269568,Rimli,Walston,1965-01-28,Staff,1996-01-28,1999-08-10
270084,Ulises,Frolund,1965-01-11,Staff,1986-07-26,9999-01-01
269728,Naftali,Kragelund,1965-01-12,Staff,1987-05-16,9999-01-01
269728,Naftali,Kragelund,1965-01-12,Senior Staff,1987-05-16,9999-01-01
270084,Ulises,Frolund,1965-01-11,Senior Staff,1986-07-26,9999-01-01
270716,Shunichi,Baer,1965-01-19,Staff,1998-02-04,9999-01-01
270792,Domenico,Wendorf,1965-02-01,Engineer,1990-09-10,1992-12-28
270792,Domenico,Wendorf,1965-02-01,Engineer,1988-09-08,1990-09-10
270794,Dannz,Zhang,1965-02-01,Senior Staff,1991-06-26,9999-01-01
270821,Hatem,Bierbaum,1965-01-21,Staff,2000-03-26,2000-04-11
270821,Hatem,Bierbaum,1965-01-21,Staff,1999-09-07,2000-03-26
271106,Taisook,Kampfer,1965-01-10,Engineer,1997-11-30,9999-01-01
271118,Somnath,Nitsche,1965-01-10,Senior Engineer,1987-08-15,1999-10-10
271219,Odoardo,Tyugu,1965-01-16,Engineer,1994-11-07,9999-01-01
271118,Somnath,Nitsche,1965-01-10,Engineer,1987-08-15,1999-10-10
271118,Somnath,Nitsche,1965-01-10,Assistant Engineer,1987-08-15,1999-10-10
271975,Yuchang,Busillo,1965-01-14,Engineer,1986-03-30,1989-11-14
272285,Gully,Mitchem,1965-01-19,Staff,1986-01-22,9999-01-01
272141,Tsutomu,Neiman,1965-01-13,Staff,1996-07-31,9999-01-01
272141,Tsutomu,Neiman,1965-01-13,Senior Staff,1996-07-31,9999-01-01
272141,Tsutomu,Neiman,1965-01-13,Staff,1986-05-05,1996-07-31
272141,Tsutomu,Neiman,1965-01-13,Senior Staff,1986-05-05,1996-07-31
272285,Gully,Mitchem,1965-01-19,Senior Staff,1986-01-22,9999-01-01
272452,Mitsuyuki,Isard,1965-01-10,Engineer,1996-08-17,2002-02-27
272316,Surveyors,Muhling,1965-01-05,Engineer,1999-07-19,9999-01-01
272452,Mitsuyuki,Isard,1965-01-10,Engineer,2002-02-27,9999-01-01
272860,Minghong,Candan,1965-02-01,Assistant Engineer,1994-02-10,9999-01-01
272599,Holgard,Hegner,1965-01-16,Staff,1993-07-15,9999-01-01
272599,Holgard,Hegner,1965-01-16,Senior Staff,1993-07-15,9999-01-01
273396,Wayne,Baba,1965-01-10,Engineer,1998-03-07,9999-01-01
273159,Divine,Hofmeyr,1965-01-26,Technique Leader,1989-04-14,9999-01-01
273806,Hongzhu,Beetstra,1965-01-01,Staff,1991-01-24,1997-08-18
273274,Yolla,Kobara,1965-01-08,Engineer,1995-12-29,1997-04-16
273286,Brigham,Asmuth,1965-01-26,Senior Engineer,1989-01-23,9999-01-01
273286,Brigham,Asmuth,1965-01-26,Engineer,1989-01-23,9999-01-01
273806,Hongzhu,Beetstra,1965-01-01,Senior Staff,1991-01-24,1997-08-18
273806,Hongzhu,Beetstra,1965-01-01,Staff,1997-08-18,9999-01-01
273806,Hongzhu,Beetstra,1965-01-01,Senior Staff,1997-08-18,9999-01-01
273858,Gunilla,Matzen,1965-01-13,Staff,1990-12-28,9999-01-01
273858,Gunilla,Matzen,1965-01-13,Senior Staff,1990-12-28,9999-01-01
274071,Mingsen,Weiland,1965-01-01,Staff,1995-10-12,9999-01-01
274369,Ranga,Waymire,1965-01-29,Senior Staff,1997-01-27,9999-01-01
274271,Prodip,Ritcey,1965-01-10,Staff,1986-09-10,9999-01-01
274271,Prodip,Ritcey,1965-01-10,Senior Staff,1986-09-10,9999-01-01
275158,Satyanarayana,Brandsma,1965-01-07,Engineer,1999-12-08,9999-01-01
274813,Yefim,Pettey,1965-01-10,Staff,1993-08-07,9999-01-01
274813,Yefim,Pettey,1965-01-10,Senior Staff,1993-08-07,9999-01-01
275263,Vojin,Laventhal,1965-01-21,Senior Engineer,1991-10-18,9999-01-01
275263,Vojin,Laventhal,1965-01-21,Engineer,1991-10-18,9999-01-01
275444,Limsoon,Leppanen,1965-01-16,Senior Engineer,1993-01-21,9999-01-01
275444,Limsoon,Leppanen,1965-01-16,Engineer,1993-01-21,9999-01-01
275495,Shen,Yamaashi,1965-01-13,Staff,1995-02-19,9999-01-01
275881,Jiann,Munro,1965-01-08,Senior Engineer,1988-05-18,9999-01-01
275801,Ayakannu,Heinisuo,1965-01-22,Senior Staff,1986-06-28,9999-01-01
276184,Mari,Swick,1965-01-10,Senior Staff,1991-04-08,9999-01-01
275994,Uma,Prampolini,1965-01-29,Senior Engineer,1991-02-21,9999-01-01
275994,Uma,Prampolini,1965-01-29,Engineer,1991-02-21,9999-01-01
276027,Holgard,Stavenow,1965-01-04,Staff,1986-02-28,9999-01-01
276027,Holgard,Stavenow,1965-01-04,Senior Staff,1986-02-28,9999-01-01
276186,Sajjad,Vecchi,1965-01-30,Staff,1993-06-02,9999-01-01
276186,Sajjad,Vecchi,1965-01-30,Senior Staff,1993-06-02,9999-01-01
276189,Isaac,Klerer,1965-01-10,Staff,1995-03-19,9999-01-01
276189,Isaac,Klerer,1965-01-10,Senior Staff,1995-03-19,9999-01-01
276445,Atilio,Randi,1965-01-27,Senior Engineer,1988-07-02,9999-01-01
276445,Atilio,Randi,1965-01-27,Engineer,1988-07-02,9999-01-01
276472,Hideyuki,Flanders,1965-01-27,Senior Engineer,1988-11-10,9999-01-01
276472,Hideyuki,Flanders,1965-01-27,Engineer,1988-11-10,9999-01-01
277316,Vitali,Rothenberg,1965-01-03,Staff,1989-10-04,9999-01-01
276563,Gift,Solares,1965-01-01,Senior Staff,1995-08-01,9999-01-01
276868,Alois,Sanella,1965-01-19,Staff,1998-03-13,9999-01-01
276922,Yongmin,Sidje,1965-01-18,Engineer,1998-06-09,2001-10-31
276922,Yongmin,Sidje,1965-01-18,Engineer,2001-10-31,2002-02-20
277316,Vitali,Rothenberg,1965-01-03,Senior Staff,1989-10-04,9999-01-01
277362,Uzi,Kugler,1965-01-09,Senior Staff,1991-01-12,9999-01-01
277777,Herbert,Itzigehl,1965-01-27,Senior Engineer,1990-07-04,9999-01-01
277420,Rayond,Schach,1965-01-16,Senior Engineer,1995-04-22,9999-01-01
277420,Rayond,Schach,1965-01-16,Engineer,1995-04-22,9999-01-01
277829,Michaela,Fandrianto,1965-01-22,Senior Engineer,1986-06-02,9999-01-01
277926,Shaunak,Solovay,1965-01-13,Senior Staff,1992-12-26,1994-01-13
278386,Caolyn,Poujol,1965-01-15,Technique Leader,1995-12-03,9999-01-01
278239,Boaz,Bottner,1965-01-19,Staff,1994-02-06,9999-01-01
278549,Jaana,Werthner,1965-01-02,Staff,1989-07-27,9999-01-01
278452,Sudhanshu,Toyoshima,1965-01-07,Staff,1987-08-29,9999-01-01
278452,Sudhanshu,Toyoshima,1965-01-07,Senior Staff,1987-08-29,9999-01-01
278484,Koldo,Peternell,1965-01-25,Staff,1992-11-05,1993-04-06
278536,Munenori,Shobatake,1965-01-14,Staff,1992-01-10,9999-01-01
278536,Munenori,Shobatake,1965-01-14,Senior Staff,1992-01-10,9999-01-01
278549,Jaana,Werthner,1965-01-02,Senior Staff,1989-07-27,9999-01-01
279115,Maren,DuCasse,1965-01-05,Engineer,1997-11-29,9999-01-01
278883,Hidefumi,Saoudi,1965-01-22,Engineer,1990-09-15,1996-05-18
278953,Jeanna,Ghandeharizadeh,1965-01-26,Senior Engineer,1990-08-11,9999-01-01
279280,Niranjan,Debuse,1965-01-09,Senior Engineer,1992-09-21,9999-01-01
279280,Niranjan,Debuse,1965-01-09,Engineer,1992-09-21,9999-01-01
279384,Hugo,Comte,1965-01-24,Senior Staff,1992-06-30,1993-12-05
279791,Chiranjit,Lyonns,1965-01-10,Engineer,1986-12-24,9999-01-01
279791,Chiranjit,Lyonns,1965-01-10,Assistant Engineer,1986-12-24,9999-01-01
280029,Vasilii,Verhaegen,1965-01-07,Staff,1991-03-25,1991-04-24
280070,Niteen,Ebeling,1965-01-24,Staff,1988-03-29,9999-01-01
280070,Niteen,Ebeling,1965-01-24,Senior Staff,1988-03-29,9999-01-01
280291,Lenore,Badache,1965-01-26,Staff,1998-11-24,9999-01-01
280648,Heeju,Lorys,1965-01-04,Senior Engineer,1986-12-27,9999-01-01
280411,Hironoby,Farrar,1965-01-18,Technique Leader,1987-11-03,1996-11-12
280420,Jahangir,Hofting,1965-01-31,Staff,1986-09-28,9999-01-01
280420,Jahangir,Hofting,1965-01-31,Senior Staff,1986-09-28,9999-01-01
280525,Kish,Herbst,1965-01-13,Staff,1996-08-18,9999-01-01
280648,Heeju,Lorys,1965-01-04,Engineer,1986-12-27,9999-01-01
280836,Ipke,Farrar,1965-01-16,Senior Engineer,1991-03-04,1999-12-03
281180,Phillip,Fontet,1965-01-11,Staff,1991-09-03,1998-02-07
281692,Khosrow,Sommen,1965-01-06,Senior Engineer,1990-03-03,9999-01-01
281834,Fumitake,Marchegay,1965-01-16,Assistant Engineer,1991-09-29,1997-06-12
281570,Zijian,Covnot,1965-01-08,Assistant Engineer,1994-09-13,9999-01-01
281848,Parke,Staylopatis,1965-01-29,Senior Engineer,1993-07-31,9999-01-01
281848,Parke,Staylopatis,1965-01-29,Engineer,1993-07-31,9999-01-01
281859,Masanao,Papastamatiou,1965-01-17,Senior Engineer,1985-11-25,9999-01-01
282000,Hideo,Ratnakar,1965-01-06,Senior Engineer,1985-06-13,1998-03-20
282000,Hideo,Ratnakar,1965-01-06,Engineer,1985-06-13,1998-03-20
282000,Hideo,Ratnakar,1965-01-06,Assistant Engineer,1985-06-13,1998-03-20
281859,Masanao,Papastamatiou,1965-01-17,Engineer,1985-11-25,9999-01-01
282333,Nahla,Serdy,1965-01-25,Staff,1993-09-09,9999-01-01
282333,Nahla,Serdy,1965-01-25,Senior Staff,1993-09-09,9999-01-01
282191,Alper,Shinomoto,1965-01-16,Engineer,1997-10-20,9999-01-01
282343,Xinglin,Haldar,1965-01-13,Staff,1988-07-20,9999-01-01
282343,Xinglin,Haldar,1965-01-13,Senior Staff,1988-07-20,9999-01-01
282547,Nahum,Codenie,1965-01-18,Engineer,1999-06-14,9999-01-01
282585,Zijian,Lammel,1965-01-03,Staff,1996-07-01,9999-01-01
282862,Chenxi,Pusterhofer,1965-01-30,Staff,1996-06-02,2000-07-12
282699,Candida,Felcyn,1965-01-28,Engineer,1986-08-04,2002-05-25
282699,Candida,Felcyn,1965-01-28,Assistant Engineer,1986-08-04,2002-05-25
282894,Fay,Bellmore,1965-01-05,Senior Engineer,1989-05-03,9999-01-01
282894,Fay,Bellmore,1965-01-05,Engineer,1989-05-03,9999-01-01
283138,Cullen,Mikschl,1965-01-19,Senior Staff,1990-01-16,1990-03-11
283168,Sanjai,Kopetz,1965-01-15,Assistant Engineer,1999-04-19,1999-05-21
283168,Sanjai,Kopetz,1965-01-15,Assistant Engineer,1999-05-21,2000-06-07
284431,Pintsang,Fujisawa,1965-01-25,Staff,1996-04-16,9999-01-01
283041,Nathalie,Foote,1965-01-04,Senior Engineer,1991-07-20,1992-06-20
284045,Fun,Seiwald,1965-02-01,Engineer,1994-06-24,2000-02-15
284300,Ishfaq,Mahmud,1965-01-22,Staff,1991-11-29,9999-01-01
284300,Ishfaq,Mahmud,1965-01-22,Senior Staff,1991-11-29,9999-01-01
284431,Pintsang,Fujisawa,1965-01-25,Senior Staff,1996-04-16,9999-01-01
284687,Oksana,Redmiles,1965-01-15,Senior Engineer,1985-06-22,9999-01-01
284687,Oksana,Redmiles,1965-01-15,Engineer,1985-06-22,9999-01-01
284691,Theron,Ressouche,1965-01-04,Senior Engineer,1988-08-17,9999-01-01
284691,Theron,Ressouche,1965-01-04,Engineer,1988-08-17,9999-01-01
284561,Duri,Beznosov,1965-01-03,Senior Engineer,1988-02-15,9999-01-01
284711,Martijn,Azevdeo,1965-01-21,Senior Engineer,1988-02-10,9999-01-01
284717,Gal,Ranta,1965-01-11,Senior Engineer,1992-11-07,9999-01-01
284717,Gal,Ranta,1965-01-11,Engineer,1992-11-07,9999-01-01
284954,Anneke,Hammerschmidt,1965-01-16,Engineer,1996-01-30,9999-01-01
285318,Theron,Ravishankar,1965-01-09,Senior Engineer,1991-12-27,1999-10-09
284856,Moto,Kobara,1965-01-05,Senior Engineer,1991-12-12,9999-01-01
284856,Moto,Kobara,1965-01-05,Engineer,1991-12-12,9999-01-01
285149,Nahum,Schahn,1965-01-20,Senior Engineer,1998-02-17,2000-03-15
